,SERIAL NO,NAME,CATEGORY,DESCRIPTION & COLOR,FABRIC,IMAGE,SIZE,PRICE,PRODUCT ID,WEBSITE,PRODUCT URL
0,594,Pacific Gold Men Black & Brown Reversible Leather Belt,accessories,"Pacific Gold Men Black & Brown Reversible Leather Belt,  Pacific Gold, Belts, Belts, Accessories, Accessories for Men, Buy Pacific Gold Men Black & Brown Reversible Leather Belt Online in India, Buy Belts at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/image/style/properties/869438/Pacific-Gold-Men-Black--Brown-Reversible-Leather-Belt_1_ddd640a20876542beee21a452be817f3.jpg",,499,869438,Myntra,https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-leather-belt/869438/buy
1,178,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans,  WROGN, Jeans, Bottomwear, Apparel, Apparel for Men, Buy WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7229731/2019/1/31/5d5d065e-bcb3-4095-b343-45c6090905cb1548939510262-WROGN-Men-Blue-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-Jean-1.jpg",Slim fit,1399,7229731,Myntra,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/7229731/buy
2,1354,Louis Philippe Sport Men Navy Blue Slim Fit Solid Regular Trousers,Men-Casual-Trousers,"Louis Philippe Sport Men Navy Blue Slim Fit Solid Regular Trousers,  Louis Philippe Sport, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Louis Philippe Sport Men Navy Blue Slim Fit Solid Regular Trousers Online in India, Buy Trousers at best price","97% cotton, 3% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8335829/2019/1/3/c7d9b30c-1a2b-4941-9978-e696792420a01546496383555-Louis-Philippe-Sport-Men-Navy-Blue-Slim-Fit-Solid-Regular-Tr-1.jpg",Slim fit,1149,8335829,Myntra,https://www.myntra.com/trousers/louis-philippe-sport/louis-philippe-sport-men-navy-blue-slim-fit-solid-regular-trousers/8335829/buy
3,6130,HERE&NOW Men Blue Slim Fit Mid-Rise Slash Knee Jeans,Jeans,"HERE&NOW Men Blue Slim Fit Mid Rise Slash Knee Jeans,  HERE&NOW, Jeans, Bottomwear, Apparel, Apparel for Men, Buy HERE&NOW Men Blue Slim Fit Mid Rise Slash Knee Jeans Online in India, Buy Jeans at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7668930/2018/12/4/9f8aaad0-dc95-4000-9d5e-60e6d543e0d61543918984752-HERENOW-Men-Jeans-6171543918983505-1.jpg",", Ankle slim tapered",759,7668930,Myntra,https://www.myntra.com/jeans/herenow/herenow-men-blue-slim-fit-mid-rise-slash-knee-jeans/7668930/buy
4,1022,BASIICS by La Intimo Men Pack of 3 White Briefs,Innerwear & Sleapwear,"BASIICS By La Intimo Men Pack Of 3 White Briefs,  BASIICS By La Intimo, Briefs, Innerwear, Apparel, Apparel for Men, Buy BASIICS By La Intimo Men Pack Of 3 White Briefs Online in India, Buy Briefs at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1692123/2016/12/19/11482124046477-BASIICS-by-La-Intimo-Men-Pack-of-3-White-Briefs-9721482124046213-1.jpg",,486,1692123,Myntra,https://www.myntra.com/briefs/basiics-by-la-intimo/basiics-by-la-intimo-men-pack-of-3-white-briefs/1692123/buy
5,8602,FIDO DIDO Men Taupe Colourblocked Polo Collar T-shirt,T-Shirts,"FIDO DIDO Men Taupe Colourblocked Polo Collar T Shirt,  FIDO DIDO, Tshirts, Topwear, Apparel, Apparel for Men, Buy FIDO DIDO Men Taupe Colourblocked Polo Collar T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7509380/2018/9/29/95138051-8683-485b-abe8-d2b1f18c81821538223312045-FIDO-DIDO-Mens-Cotton-Grey-Polo-T-shirt-5751538223311794-1.jpg",The model (height 6') is wearing a size M,479,7509380,Myntra,https://www.myntra.com/tshirts/fido-dido/fido-dido-men-taupe-colourblocked-polo-collar-t-shirt/7509380/buy
6,872,Roadster Men Brown Solid Two Fold Genuine Leather Wallet,accessories,"Roadster Men Brown Solid Two Fold Genuine Leather Wallet,  Roadster, Wallets, Wallets, Accessories, Accessories for Men, Buy Roadster Men Brown Solid Two Fold Genuine Leather Wallet Online in India, Buy Wallets at best price",Genuine Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4452099/2018/8/9/945e7d8f-dd3c-4047-8154-614fbfc245291533797321558-Roadster-Men-Wallets-3451533797320936-1.jpg",Height: 9 cm,389,4452099,Myntra,https://www.myntra.com/wallets/roadster/roadster-men-brown-solid-two-fold-genuine-leather-wallet/4452099/buy
7,3313,United Colors of Benetton Men Blue & White Slim Fit Ikat Print Casual Shirt,casual-shirts,"United Colors Of Benetton Men Blue & White Slim Fit Ikat Print Casual Shirt,  United Colors Of Benetton, Shirts, Topwear, Apparel, Apparel for Men, Buy United Colors Of Benetton Men Blue & White Slim Fit Ikat Print Casual Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7255066/2018/9/19/bd8e74c7-1936-4488-8cce-e11aeadd7bfa1537349360072-United-Colors-of-Benetton-Men-Blue--White-Slim-Fit-Printed-Casual-Shirt-601537349359925-1.jpg",Slim fit,1499,7255066,Myntra,https://www.myntra.com/shirts/united-colors-of-benetton/united-colors-of-benetton-men-blue--white-slim-fit-ikat-print-casual-shirt/7255066/buy
8,4934,Van Heusen Men Blue Regular Fit Self Design Formal Shirt,formal-shirts,"Van Heusen Men Blue Regular Fit Self Design Formal Shirt,  Van Heusen, Shirts, Topwear, Apparel, Apparel for Men, Buy Van Heusen Men Blue Regular Fit Self Design Formal Shirt Online in India, Buy Shirts at best price",100% Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/23/8c73ac40-6b95-4f56-a674-8a204cbeeb261542963910937-1.jpg",Regular Fit,1592,7853233,Myntra,https://www.myntra.com/shirts/van-heusen/van-heusen-men-blue-regular-fit-self-design-formal-shirt/7853233/buy
9,3296,Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Roadster Men Black Slim Fit Mid Rise Clean Look Stretchable Jeans,  Roadster, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Roadster Men Black Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7029114/2018/11/7/b8508284-e59e-4f86-92f5-3b2985e868c81541571144453-Roadster-Men-Black-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-6771541571144245-1.jpg",Slim fit,999,7029114,Myntra,https://www.myntra.com/jeans/roadster/roadster-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/7029114/buy
10,836,Quick Brown Fox Men Tan Brown Solid Two Fold Leather Wallet,accessories,"Quick Brown Fox Men Tan Brown Solid Two Fold Leather Wallet,  Quick Brown Fox, Wallets, Wallets, Accessories, Accessories for Men, Buy Quick Brown Fox Men Tan Brown Solid Two Fold Leather Wallet Online in India, Buy Wallets at best price",Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/26/30080e9e-1d67-4f2e-b844-d9801bb1dd1c1543213124756-1.jpg",Length: 11.5 cm,1895,7990053,Myntra,https://www.myntra.com/wallets/quick-brown-fox/quick-brown-fox-men-tan-brown-solid-two-fold-leather-wallet/7990053/buy
11,4711,Moda Rapido Men Blue Slim Fit Solid Cropped Chinos,Men-Casual-Trousers,"Moda Rapido Men Blue Slim Fit Solid Cropped Chinos,  Moda Rapido, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Moda Rapido Men Blue Slim Fit Solid Cropped Chinos Online in India, Buy Trousers at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2326864/2018/2/10/11518251714021-Moda-Rapido-Men-Trousers-5031518251713858-1.jpg",Slim fit,679,2326864,Myntra,https://www.myntra.com/trousers/moda-rapido/moda-rapido-men-blue-slim-fit-solid-cropped-chinos/2326864/buy
12,15174,Indian Terrain Men Navy Blue Solid Polo Collar T-shirt,T-Shirts,"Indian Terrain Men Navy Blue Solid Polo Collar T Shirt,  Indian Terrain, Tshirts, Topwear, Apparel, Apparel for Men, Buy Indian Terrain Men Navy Blue Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2516522/2018/2/23/11519374509826-Indian-Terrain-Men-Navy-Blue-Solid-Polo-Collar-T-shirt-6931519374509485-1.jpg",The model (height 6') is wearing a size M,899,2516522,Myntra,https://www.myntra.com/tshirts/indian-terrain/indian-terrain-men-navy-blue-solid-polo-collar-t-shirt/2516522/buy
13,1533,Blackberrys Men Brown Regular Fit Solid Smart Casual Trousers,Men-Casual-Trousers,"Blackberrys Men Brown Regular Fit Solid Smart Casual Trousers,  Blackberrys, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Blackberrys Men Brown Regular Fit Solid Smart Casual Trousers Online in India, Buy Trousers at best price","97% cotton, 3% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8031187/2018/12/13/bb2b9e8a-375a-452f-b350-c62e1a4a19201544695266176-Blackberrys-Men-Trousers-6541544695264867-1.jpg",Regular Fit,1197,8031187,Myntra,https://www.myntra.com/trousers/blackberrys/blackberrys-men-brown-regular-fit-solid-smart-casual-trousers/8031187/buy
14,2399,Blackberrys Men Beige Sharp Fit Solid Formal Trousers,Men-Formal-Trousers,"Blackberrys Men Beige Sharp Fit Solid Formal Trousers,  Blackberrys, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Blackberrys Men Beige Sharp Fit Solid Formal Trousers Online in India, Buy Trousers at best price","65% polyester, 35% rayon ","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2026641/2017/8/18/11503031680007-Blackberrys-Men-Trousers-1941503031679813-1.jpg",Sharp fit ,1197,2026641,Myntra,https://www.myntra.com/trousers/blackberrys/blackberrys-men-beige-sharp-fit-solid-formal-trousers/2026641/buy
15,12249,Marvel Spiderman by Free Authority Men Red Printed Round Neck T-shirt,T-Shirts,"Marvel Spiderman By Free Authority Men Red Printed Round Neck T Shirt,  Marvel, Tshirts, Topwear, Apparel, Apparel for Men, Buy Marvel Spiderman By Free Authority Men Red Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2290276/2017/11/29/11511935181918-Marvel-Men-Red-Printed-Round-Neck-T-shirt-7661511935181711-1.jpg",The model (height 6') is wearing a size M,749,2290276,Myntra,https://www.myntra.com/tshirts/marvel/marvel-spiderman-by-free-authority-men-red-printed-round-neck-t-shirt/2290276/buy
16,3218,Richlook Men Brown Solid Insulator Tailored Jacket,men-jackets-coats,"Richlook Men Brown Solid Insulator Tailored Jacket,  Richlook, Jackets, Topwear, Apparel, Apparel for Men, Buy Richlook Men Brown Solid Insulator Tailored Jacket Online in India, Buy Jackets at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/12/7/62a9b632-2972-4006-b387-c714a64d874f1544188323626-1.jpg",The model (height 6') is wearing a size M,1749,8127785,Myntra,https://www.myntra.com/jackets/richlook/richlook-men-brown-solid-insulator-tailored-jacket/8127785/buy
17,1877,Pacific Gold Men Brown Solid Two Fold Leather Wallet,accessories,"Pacific Gold Men Brown Solid Two Fold Leather Wallet,  Pacific Gold, Wallets, Wallets, Accessories, Accessories for Men, Buy Pacific Gold Men Brown Solid Two Fold Leather Wallet Online in India, Buy Wallets at best price",Leather ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4451974/2018/4/5/11522912479168-Pacific-Gold-Brown-Casual-Genuine-Leather-Bifold-Multi-Compartment-Wallets-for-Men-1361522912479020-1.jpg",Height: 11.5 cm,1137,4451974,Myntra,https://www.myntra.com/wallets/pacific-gold/pacific-gold-men-brown-solid-two-fold-leather-wallet/4451974/buy
18,5818,Arrow Men Navy Slim Fit Self Design Formal Shirt,formal-shirts,"Arrow Men Navy Slim Fit Self Design Formal Shirt,  Arrow, Shirts, Topwear, Apparel, Apparel for Men, Buy Arrow Men Navy Slim Fit Self Design Formal Shirt Online in India, Buy Shirts at best price",100% cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1966894/2017/7/3/11499068106004-Arrow-Men-Black-Slim-Fit-Self-Design-Formal-Shirt-4921499068105842-1.jpg",Slim fit,1649,1966894,Myntra,https://www.myntra.com/shirts/arrow/arrow-men-navy-slim-fit-self-design-formal-shirt/1966894/buy
19,2264,Excalibur Men Assorted Pack of 2 Slim Fit Formal Shirts,formal-shirts,"Excalibur Men Assorted Pack Of 2 Slim Fit Formal Shirts,  Excalibur, Shirts, Topwear, Apparel, Apparel for Men, Buy Excalibur Men Assorted Pack Of 2 Slim Fit Formal Shirts Online in India, Buy Shirts at best price",Polyester and cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2678560/2018/3/20/11521543762678-Excalibur-Men-Assorted-Pack-of-2-Slim-Fit-Printed-Shirts-1711521543762519-1.jpg",Slim fit,1499,2678560,Myntra,https://www.myntra.com/shirts/excalibur/excalibur-men-assorted-pack-of-2-slim-fit-formal-shirts/2678560/buy
20,8301,Difference of Opinion Men Blue Printed Round Neck T-shirt,T-Shirts,"Difference Of Opinion Men Blue Printed Round Neck T Shirt,  Difference Of Opinion, Tshirts, Topwear, Apparel, Apparel for Men, Buy Difference Of Opinion Men Blue Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",100% Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7337432/2018/10/17/463a19ff-ae1a-40a1-bc53-fa6923a1183c1539778168392-Difference-of-Opinion-Men-Blue-Printed-Round-Neck-T-shirt-4701539778168237-1.jpg",The model (height 6') is wearing a size M,359,7337432,Myntra,https://www.myntra.com/tshirts/difference-of-opinion/difference-of-opinion-men-blue-printed-round-neck-t-shirt/7337432/buy
21,18833,Puma Men Black Printed Round Neck T-shirt,T-Shirts,"Puma Men Black Printed Round Neck T Shirt,  Puma, Tshirts, Topwear, Apparel, Apparel for Men, Buy Puma Men Black Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8172673/2019/1/8/4668a448-0ffd-4a7c-a78c-ac1c69f179a41546931575451-Puma-Men-Black-Printed-VK-Slogan-Image-T-shirt-2631546931574-1.jpg",The model (height 6') is wearing a size M,1499,8172673,Myntra,https://www.myntra.com/tshirts/puma/puma-men-black-printed-round-neck-t-shirt/8172673/buy
22,20942,SPYKAR Men Green Solid Henley Neck T-shirt,T-Shirts,"SPYKAR Men Green Solid Henley Neck T Shirt,  SPYKAR, Tshirts, Topwear, Apparel, Apparel for Men, Buy SPYKAR Men Green Solid Henley Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/12/14/12f8326b-b5d5-41d9-aeef-c0045521ad651544790302085-1.jpg",The model (height 6') is wearing a size M,519,8221691,Myntra,https://www.myntra.com/tshirts/spykar/spykar-men-green-solid-henley-neck-t-shirt/8221691/buy
23,2447,COBB Men Beige Slim Fit Self Design Regular Trousers,Men-Casual-Trousers,"COBB Men Beige Slim Fit Self Design Regular Trousers,  COBB, Trousers, Bottomwear, Apparel, Apparel for Men, Buy COBB Men Beige Slim Fit Self Design Regular Trousers Online in India, Buy Trousers at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/7/e23dddb2-c03d-4cff-925c-144729ba55bf1546884952510-1.jpg",Slim fit,892,8427285,Myntra,https://www.myntra.com/trousers/cobb/cobb-men-beige-slim-fit-self-design-regular-trousers/8427285/buy
24,11358,FEVER Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"FEVER Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans,  FEVER, Jeans, Bottomwear, Apparel, Apparel for Men, Buy FEVER Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price",Cotton and elastane ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2413046/2018/1/19/11516350443113-Fever-Lycra-Slim-Fit-Jean-For-Men-8081516350442985-1.jpg",Slim fit,874,2413046,Myntra,https://www.myntra.com/jeans/fever/fever-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/2413046/buy
25,3536,INVICTUS Men Blue Slim Fit Self Design Casual Shirt,casual-shirts,"INVICTUS Men Blue Slim Fit Self Design Casual Shirt,  INVICTUS, Shirts, Topwear, Apparel, Apparel for Men, Buy INVICTUS Men Blue Slim Fit Self Design Casual Shirt Online in India, Buy Shirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2172850/2018/4/10/11523343884887-INVICTUS-Men-Blue-Slim-Fit-Self-Design-Casual-Shirt-7551523343884712-1.jpg",Slim fit,799,2172850,Myntra,https://www.myntra.com/shirts/invictus/invictus-men-blue-slim-fit-self-design-casual-shirt/2172850/buy
26,508,Tommy Hilfiger Men Black Leather Solid Belt,accessories,"Tommy Hilfiger Men Black Leather Solid Belt,  Tommy Hilfiger, Belts, Belts, Accessories, Accessories for Men, Buy Tommy Hilfiger Men Black Leather Solid Belt Online in India, Buy Belts at best price",Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7264172/2018/10/4/23a77e4f-1c01-4ccd-af97-52fbab34f2c91538634287738-Tommy-Hilfiger-Men-Belts-6231538634287693-1.jpg",Width: 3 cm,1699,7264172,Myntra,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-black-leather-solid-belt/7264172/buy
27,5767,INVICTUS Men Blue & White Slim Fit Checked Formal Shirt,formal-shirts,"INVICTUS Men Blue & White Slim Fit Checked Formal Shirt,  INVICTUS, Shirts, Topwear, Apparel, Apparel for Men, Buy INVICTUS Men Blue & White Slim Fit Checked Formal Shirt Online in India, Buy Shirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1716453/2017/3/20/11489986177102-INVICTUS-Men-Blue--White-Slim-Fit-Checked-Formal-Shirt-7851489986176838-1.jpg",Slim fit ,1199,1716453,Myntra,https://www.myntra.com/shirts/invictus/invictus-men-blue--white-slim-fit-checked-formal-shirt/1716453/buy
28,2753,Columbia Men Red Cascade Peak II 650 down Thermal-Reflective Hiking & Trekking Jacket,men-jackets-coats,"Columbia Men Red Cascade Peak II 650 Down Thermal Reflective Hiking & Trekking Jacket,  Columbia, Jackets, Topwear, Apparel, Apparel for Men, Buy Columbia Men Red Cascade Peak II 650 Down Thermal Reflective Hiking & Trekking Jacket Online in India, Buy Jackets at best price",Shell: 100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7404234/2018/9/24/824199bb-55cf-46a2-9bcd-6ac8b75c37131537768716373-Winter--Outdoor-Cascade-Peak-II-Jacket-8351537768716279-1.jpg",The model (height 6') is wearing a size M,5999,7404234,Myntra,https://www.myntra.com/jackets/columbia/columbia-men-red-cascade-peak-ii-650-down-thermal-reflective-hiking--trekking-jacket/7404234/buy
29,1903,Puma Men Black Logo Embroidered Round Neck T-shirt,T-Shirts,"Puma Men Black Logo Embroidered Round Neck T Shirt,  Puma, Tshirts, Topwear, Apparel, Apparel for Men, Buy Puma Men Black Logo Embroidered Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6911960/2018/7/18/c4ca72eb-d9c2-41b8-be7a-1f803bf6bddf1531896249215-Puma-Men-Tshirts-4961531896249021-1.jpg",The model (height 6') is wearing a size M,1079,6911960,Myntra,https://www.myntra.com/tshirts/puma/puma-men-black-logo-embroidered-round-neck-t-shirt/6911960/buy
30,2923,Roadster Men Brown Solid Bomber Jacket,men-jackets-coats,"Roadster Men Brown Solid Bomber Jacket,  Roadster, Jackets, Topwear, Apparel, Apparel for Men, Buy Roadster Men Brown Solid Bomber Jacket Online in India, Buy Jackets at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/5453204/2018/10/30/a1dbcb9f-eaad-45e5-b418-4c263565a6691540895056153-Roadster-Men-Brown-Solid-Bomber-Jacket-9681540895055926-1.jpg",The model (height 6') is wearing a size M,1849,5453204,Myntra,https://www.myntra.com/jackets/roadster/roadster-men-brown-solid-bomber-jacket/5453204/buy
31,1802,Moda Rapido Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Moda Rapido Men Blue Skinny Fit Mid Rise Clean Look Stretchable Jeans,  Moda Rapido, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Moda Rapido Men Blue Skinny Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98.5% cotton, 1.5% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7638401/2018/12/1/63ca646c-3df4-40bc-b60f-993964074d001543662047247-Moda-Rapido-Men-Jeans-6771543662045224-1.jpg",Skinny Fit,879,7638401,Myntra,https://www.myntra.com/jeans/moda-rapido/moda-rapido-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/7638401/buy
32,2366,Harvard Men Blue Slim Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Harvard Men Blue Slim Tapered Fit Mid Rise Clean Look Stretchable Jeans,  Harvard, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Harvard Men Blue Slim Tapered Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4327518/2018/11/16/0738d743-60d8-4fc5-8b64-d923721834761542344776759-Harvard-Men-Jeans-7971542344776546-1.jpg",Slim tapered fit,799,4327518,Myntra,https://www.myntra.com/jeans/harvard/harvard-men-blue-slim-tapered-fit-mid-rise-clean-look-stretchable-jeans/4327518/buy
33,1275,Calvin Klein Jeans Men White Solid Polo Collar T-shirt,T-Shirts,"Calvin Klein Jeans Men White Solid Polo Collar T Shirt,  Calvin Klein Jeans, Tshirts, Topwear, Apparel, Apparel for Men, Buy Calvin Klein Jeans Men White Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price","97% cotton, 3% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8516827/2019/2/1/dab6d837-2e85-4d18-a58e-b6ee14395a3c1549004566491-Calvin-Klein-Jeans-Men-White-Solid-Polo-Collar-T-shirt-75515-1.jpg",The model (height 6') is wearing a size M,3999,8516827,Myntra,https://www.myntra.com/tshirts/calvin-klein-jeans/calvin-klein-jeans-men-white-solid-polo-collar-t-shirt/8516827/buy
34,1622,Solemio Men Charcoal Grey Slim Fit Solid Formal Trousers,Men-Formal-Trousers,"Solemio Men Charcoal Grey Slim Fit Solid Formal Trousers,  Solemio, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Solemio Men Charcoal Grey Slim Fit Solid Formal Trousers Online in India, Buy Trousers at best price",Poly Blend,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/31/df590753-81d7-4afd-8ae1-9b2e39aea29f1548926571604-1.jpg",Slim fit,497,8679629,Myntra,https://www.myntra.com/trousers/solemio/solemio-men-charcoal-grey-slim-fit-solid-formal-trousers/8679629/buy
35,623,FCUK Blue Printed Tropical Trunks M2AAC,Innerwear & Sleapwear,"FCUK Blue Printed Tropical Trunks M2AAC,  FCUK, Trunk, Innerwear, Apparel, Apparel for Men, Buy FCUK Blue Printed Tropical Trunks M2AAC Online in India, Buy Trunk at best price","95% cotton, 5% Lycra","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1993267/2017/7/27/11501153916534-FCUK-Blue-Printed-Tropical-Trunks-M2AAC-3661501153916410-1.jpg",Comfort Fit,449,1993267,Myntra,https://www.myntra.com/trunk/fcuk/fcuk-blue-printed-tropical-trunks-m2aac/1993267/buy
36,7137,Ecko Unltd Men Navy & Orange Colourblocked Round Neck T-shirt,T-Shirts,"Ecko Unltd Men Navy & Orange Colourblocked Round Neck T Shirt,  Ecko Unltd, Tshirts, Topwear, Apparel, Apparel for Men, Buy Ecko Unltd Men Navy & Orange Colourblocked Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7023844/2018/10/8/6b448df5-8b06-4f59-a4c1-e3547d39d42f1538975801211-Ecko-Unltd-Men-Navy-Blue-Colourblocked-Round-Neck-T-shirt-16-1.jpg",The model (height 6') is wearing a size M,314,7023844,Myntra,https://www.myntra.com/tshirts/ecko-unltd/ecko-unltd-men-navy--orange-colourblocked-round-neck-t-shirt/7023844/buy
37,326,Tommy Hilfiger Men Navy Blue Original Regular Fit Solid Joggers,Men-Casual-Trousers,"Tommy Hilfiger Men Navy Blue Original Regular Fit Solid Joggers,  Tommy Hilfiger, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Tommy Hilfiger Men Navy Blue Original Regular Fit Solid Joggers Online in India, Buy Trousers at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7029220/2018/8/13/6f7b770d-e40f-4dac-a990-da53c68f84f61534152607960-Tommy-Hilfiger-Men-Navy-Blue-Original-Regular-Fit-Solid-Jogg-1.jpg",Original Regular Fit,3499,7029220,Myntra,https://www.myntra.com/trousers/tommy-hilfiger/tommy-hilfiger-men-navy-blue-original-regular-fit-solid-joggers/7029220/buy
38,16896,Flying Machine Men Burgundy Colour Blocked Henley Neck T-Shirt,T-Shirts,"Flying Machine Men Burgundy Colour Blocked Henley Neck T Shirt,  Flying Machine, Tshirts, Topwear, Apparel, Apparel for Men, Buy Flying Machine Men Burgundy Colour Blocked Henley Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1483959/2017/2/7/11486443991299-Flying-Machine-Men-Burgundy-Colour-Blocked-Henley-Neck-T-Shirt-211486443991007-1.jpg","The model (height 6' and shoulders 18"") is wearing a size M",539,1483959,Myntra,https://www.myntra.com/tshirts/flying-machine/flying-machine-men-burgundy-colour-blocked-henley-neck-t-shirt/1483959/buy
39,22546,French Connection Men White Printed Round Neck T-shirt,T-Shirts,"French Connection Men White Printed Round Neck T Shirt,  French Connection, Tshirts, Topwear, Apparel, Apparel for Men, Buy French Connection Men White Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8393109/2019/2/7/791f4cf4-31d2-47ae-a5bf-8a291f65b2e91549541309022-French-Connection-Men-White-Printed-Round-Neck-T-shirt-81315-1.jpg",The model (height 6') is wearing a size M,1399,8393109,Myntra,https://www.myntra.com/tshirts/french-connection/french-connection-men-white-printed-round-neck-t-shirt/8393109/buy
