,SERIAL NO,NAME,CATEGORY,DESCRIPTION & COLOR,FABRIC,IMAGE,SIZE,PRICE,PRODUCT ID,WEBSITE,PRODUCT URL
112,2376,Okane Men Khaki Solid Padded Jacket,men-jackets-coats,"Okane Men Khaki Solid Padded Jacket,  Okane, Jackets, Topwear, Apparel, Apparel for Men, Buy Okane Men Khaki Solid Padded Jacket Online in India, Buy Jackets at best price",Nylon,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/2/7/d6b7ed77-6028-490d-8ffc-9b293d9570111549538203411-1.jpg",The model (height 6') is wearing a size M,2519,8743757,Myntra,https://www.myntra.com/jackets/okane/okane-men-khaki-solid-padded-jacket/8743757/buy
113,14224,True Blue Men Purple Solid Polo Collar T-shirt,T-Shirts,"True Blue Men Purple Solid Polo Collar T Shirt,  True Blue, Tshirts, Topwear, Apparel, Apparel for Men, Buy True Blue Men Purple Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2168969/2017/10/11/11507717059217-True-Blue-Men-Purple-Solid-Polo-Collar-T-shirt-3921507717059004-1.jpg",The model (height 6') is wearing a size M,714,2168969,Myntra,https://www.myntra.com/tshirts/true-blue/true-blue-men-purple-solid-polo-collar-t-shirt/2168969/buy
114,9235,Batman by Free Authority Men Black Printed Round Neck T-shirt,T-Shirts,"Batman By Free Authority Men Black Printed Round Neck T Shirt,  Batman, Tshirts, Topwear, Apparel, Apparel for Men, Buy Batman By Free Authority Men Black Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2122569/2017/9/22/11506071402529-Batman-Men-Black-Printed-Round-Neck-T-shirt-1421506071402321-1.jpg",The model (height 6') is wearing a size M,349,2122569,Myntra,https://www.myntra.com/tshirts/batman/batman-by-free-authority-men-black-printed-round-neck-t-shirt/2122569/buy
115,1873,Brown Solid Slim Fit Formal Trouser,Men-Formal-Trousers,"Brown Solid Slim Fit Formal Trouser,  John Players, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Brown Solid Slim Fit Formal Trouser Online in India, Buy Trousers at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/c70eea1d-47e4-46fd-8ee7-c2d80172ad501543045173253-1.jpg",,1999,7941975,Myntra,https://www.myntra.com/trousers/john-players/brown-solid-slim-fit-formal-trouser/7941975/buy
116,13467,People Men Teal Blue & Grey Colourblocked Round Neck T-shirt,T-Shirts,"People Men Teal Blue & Grey Colourblocked Round Neck T Shirt,  People, Tshirts, Topwear, Apparel, Apparel for Men, Buy People Men Teal Blue & Grey Colourblocked Round Neck T Shirt Online in India, Buy Tshirts at best price",Polyester and cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2118627/2017/9/13/11505278686096-People-Men-Tshirts-8431505278685890-1.jpg",The model (height 6') is wearing a size M,323,2118627,Myntra,https://www.myntra.com/tshirts/people/people-men-teal-blue--grey-colourblocked-round-neck-t-shirt/2118627/buy
117,5403,Jack & Jones Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Jeans,"Jack & Jones Men Blue Slim Fit Low Rise Clean Look Stretchable Jeans,  Jack & Jones, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Jack & Jones Men Blue Slim Fit Low Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price",Cotton and elastane,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7044175/2018/8/7/79e560d2-13c3-40da-8525-5fa179afb4211533638539411-Jack--Jones-Men-Blue-Slim-Fit-Low-Rise-Clean-Look-Stretchabl-1.jpg",Slim fit,4999,7044175,Myntra,https://www.myntra.com/jeans/jack--jones/jack--jones-men-blue-slim-fit-low-rise-clean-look-stretchable-jeans/7044175/buy
118,897,SWISS MILITARY Men Brown Genuine Leather Wallet,accessories,"SWISS MILITARY Men Brown Genuine Leather Wallet,  SWISS MILITARY, Wallets, Wallets, Accessories, Accessories for Men, Buy SWISS MILITARY Men Brown Genuine Leather Wallet Online in India, Buy Wallets at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1070853/2015/11/20/11448000646567-SWISS-MILITARY-Men-Brown-Leather-Wallet-3061448000645982-1.jpg",Height: 8.7 cm,834,1070853,Myntra,https://www.myntra.com/wallets/swiss-military/swiss-military-men-brown-genuine-leather-wallet/1070853/buy
119,1070,Navy Blue Printed Slim Fit Round Neck T-Shirt,T-Shirts,"Navy Blue Printed Slim Fit Round Neck T Shirt,  GAS, Tshirts, Topwear, Apparel, Apparel for Men, Buy Navy Blue Printed Slim Fit Round Neck T Shirt Online in India, Buy Tshirts at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/10/23/35091240-bfd3-4202-aa52-bd073cb98b881540319231166-1.jpg",,2990,7680317,Myntra,https://www.myntra.com/tshirts/gas/navy-blue-printed-slim-fit-round-neck-t-shirt/7680317/buy
120,534,Moda Rapido Men Black Camouflage Printed Bomber,men-jackets-coats,"Moda Rapido Men Black Camouflage Printed Bomber,  Moda Rapido, Jackets, Topwear, Apparel, Apparel for Men, Buy Moda Rapido Men Black Camouflage Printed Bomber Online in India, Buy Jackets at best price",Shell: 100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6789075/2018/10/30/5cea6a0f-430c-4328-bc0a-767eecd944f61540884586470-Moda-Rapido-Men-Jackets-9131540884586362-1.jpg",The model (height 6') is wearing a size M,1849,6789075,Myntra,https://www.myntra.com/jackets/moda-rapido/moda-rapido-men-black-camouflage-printed-bomber/6789075/buy
121,10203,HERE&NOW Men Blue Skinny Fit Mid-Rise Cropped Slash Knee Stretchable Jeans,Jeans,"HERE&NOW Men Blue Skinny Fit Mid Rise Cropped Slash Knee Stretchable Jeans,  HERE&NOW, Jeans, Bottomwear, Apparel, Apparel for Men, Buy HERE&NOW Men Blue Skinny Fit Mid Rise Cropped Slash Knee Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4328780/2018/4/12/11523518036130-HERENOW-Men-Jeans-1931523518036000-1.jpg",Skinny Fit,759,4328780,Myntra,https://www.myntra.com/jeans/herenow/herenow-men-blue-skinny-fit-mid-rise-cropped-slash-knee-stretchable-jeans/4328780/buy
122,1273,Puma Unisex Black Solid Style Military Cap,accessories,"Puma Unisex Black Solid Style Military Cap,  Puma, Caps, Headwear, Accessories, Accessories for Unisex, Buy Puma Unisex Black Solid Style Military Cap Online in India, Buy Caps at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2445473/2018/2/13/11518512580193-Style-Military-Cap-4401518512580008-1.jpg",,549,2445473,Myntra,https://www.myntra.com/caps/puma/puma-unisex-black-solid-style-military-cap/2445473/buy
123,20793,Campus Sutra Men Charcoal Colourblocked Round Neck T-shirt,T-Shirts,"Campus Sutra Men Charcoal Colourblocked Round Neck T Shirt,  Campus Sutra, Tshirts, Topwear, Apparel, Apparel for Men, Buy Campus Sutra Men Charcoal Colourblocked Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/12/5/5f81fa17-f5ef-4606-a6f3-98696012b22b1544008070974-1.jpg",Regular fit,404,8100525,Myntra,https://www.myntra.com/tshirts/campus-sutra/campus-sutra-men-charcoal-colourblocked-round-neck-t-shirt/8100525/buy
124,8881,Roadster Men Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"Roadster Men Navy Blue Skinny Fit Mid Rise Clean Look Stretchable Jeans,  Roadster, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Roadster Men Navy Blue Skinny Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","99% cotton, 1% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2508388/2018/4/20/11524216214439-Roadster-Men-Navy-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-801524216214291-1.jpg",Skinny Fit,759,2508388,Myntra,https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/2508388/buy
125,7221,John Pride Men Charcoal Grey Printed Round Neck T-shirt,T-Shirts,"John Pride Men Charcoal Grey Printed Round Neck T Shirt,  John Pride, Tshirts, Topwear, Apparel, Apparel for Men, Buy John Pride Men Charcoal Grey Printed Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7125986/2018/8/10/5f0e5914-8eb6-45ee-b9ee-2de782967df51533901459959-John-Pride-Men-Charcoal-Printed-Round-Neck-T-shirt-7751533901459790-1.jpg",The model (height 6') is wearing a size 3XL,659,7125986,Myntra,https://www.myntra.com/tshirts/john-pride/john-pride-men-charcoal-grey-printed-round-neck-t-shirt/7125986/buy
126,16115,FOREVER 21 Men Grey Melange Solid Polo Collar T-shirt,T-Shirts,"FOREVER 21 Men Grey Melange Solid Polo Collar T Shirt,  FOREVER 21, Tshirts, Topwear, Apparel, Apparel for Men, Buy FOREVER 21 Men Grey Melange Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price",Cotton ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2408756/2018/1/31/11517379006755-FOREVER-21-Men-Grey-Melange-Solid-Polo-Collar-T-shirt-5031517379006690-1.jpg",The model (height 6') is wearing a size M,1049,2408756,Myntra,https://www.myntra.com/tshirts/forever-21/forever-21-men-grey-melange-solid-polo-collar-t-shirt/2408756/buy
127,2234,Van Heusen Men Blue Contemporary Regular Fit Solid Formal Shirt,formal-shirts,"Van Heusen Men Blue Contemporary Regular Fit Solid Formal Shirt,  Van Heusen, Shirts, Topwear, Apparel, Apparel for Men, Buy Van Heusen Men Blue Contemporary Regular Fit Solid Formal Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6702216/2018/6/11/b3aed239-4fa5-4ab0-a0d8-21452ad08b5e1528711829837-na-5251528711829567-1.jpg",Contemporary Regular Fit,2182,6702216,Myntra,https://www.myntra.com/shirts/van-heusen/van-heusen-men-blue-contemporary-regular-fit-solid-formal-shirt/6702216/buy
128,494,Black Round Neck Vests,Innerwear & Sleapwear,"Black Round Neck Vests,  Calvin Klein Underwear, Innerwear Vests, Innerwear, Apparel, Apparel for Men, Buy Black Round Neck Vests Online in India, Buy Innerwear Vests at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/7e6dd5b8-a5b0-4992-bd4b-4b3e981dfe401543029130753-1.jpg",,1374,7923151,Myntra,https://www.myntra.com/innerwear-vests/calvin-klein-underwear/black-round-neck-vests/7923151/buy
129,303,U.S. Polo Assn. Men White Slim Fit Solid Chinos,Men-Casual-Trousers,"U.S. Polo Assn. Men White Slim Fit Solid Chinos,  U.S. Polo Assn., Trousers, Bottomwear, Apparel, Apparel for Men, Buy U.S. Polo Assn. Men White Slim Fit Solid Chinos Online in India, Buy Trousers at best price",Cotton and linen blend,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2364765/2018/4/4/11522831099945-US-Polo-Assn-Men-White-Slim-Fit-Solid-Chinos-9771522831099862-1.jpg",Slim fit,1399,2364765,Myntra,https://www.myntra.com/trousers/us-polo-assn/us-polo-assn-men-white-slim-fit-solid-chinos/2364765/buy
130,752,U.S. Polo Assn. Men Turquoise Blue Solid Polo Collar T-shirt,T-Shirts,"U.S. Polo Assn. Men Turquoise Blue Solid Polo Collar T Shirt,  U.S. Polo Assn., Tshirts, Topwear, Apparel, Apparel for Men, Buy U.S. Polo Assn. Men Turquoise Blue Solid Polo Collar T Shirt Online in India, Buy Tshirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7215909/2018/9/19/8d4318e5-83a7-4016-86da-53ff1e1939ad1537352295393-US-Polo-Assn-Denim-Co-Men-Tshirts-6801537352295295-1.jpg",The model (height 6') is wearing a size M,1499,7215909,Myntra,https://www.myntra.com/tshirts/us-polo-assn/us-polo-assn-men-turquoise-blue-solid-polo-collar-t-shirt/7215909/buy
131,1451,United Colors of Benetton Men Tan Textured Leather Belt,accessories,"United Colors Of Benetton Men Tan Textured Leather Belt,  United Colors Of Benetton, Belts, Belts, Accessories, Accessories for Men, Buy United Colors Of Benetton Men Tan Textured Leather Belt Online in India, Buy Belts at best price",Leather,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6487980/2018/11/20/80996c47-d921-4491-a2e3-a2a730a53e3b1542719025083-United-Colors-of-Benetton-Men-Tan-Textured-Leather-Belt-5001-1.jpg",Width: 3 cm ,620,6487980,Myntra,https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-tan-textured-leather-belt/6487980/buy
132,10479,Road Rockers Men Navy Blue Skinny Fit Low-Rise Clean Look Stretchable Jeans,Jeans,"Road Rockers Men Navy Blue Skinny Fit Low Rise Clean Look Stretchable Jeans,  Road Rockers, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Road Rockers Men Navy Blue Skinny Fit Low Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price",95% Cotton and 5% spandex,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/2/7/746d6974-2928-4600-a00a-8bcb6ddec06f1549524137875-1.jpg",Skinny Fit,1799,8742317,Myntra,https://www.myntra.com/jeans/road-rockers/road-rockers-men-navy-blue-skinny-fit-low-rise-clean-look-stretchable-jeans/8742317/buy
133,1570,Moda Rapido Men Navy Blue Printed Round Neck Styled Back T-shirt,T-Shirts,"Moda Rapido Men Navy Blue Printed Round Neck Styled Back T Shirt,  Moda Rapido, Tshirts, Topwear, Apparel, Apparel for Men, Buy Moda Rapido Men Navy Blue Printed Round Neck Styled Back T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8396707/2019/2/5/ffd2c8ac-e032-4ef7-8876-624547b2db2b1549358596963-Moda-Rapido-Men-Navy-Blue-Printed-Round-Neck-T-shirt-1315493-1.jpg",The model (height 6') is wearing a size M,699,8396707,Myntra,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-navy-blue-printed-round-neck-styled-back-t-shirt/8396707/buy
134,8493,ether Men White Solid Round Neck T-shirt,T-Shirts,"Ether Men White Solid Round Neck T Shirt,  Ether, Tshirts, Topwear, Apparel, Apparel for Men, Buy Ether Men White Solid Round Neck T Shirt Online in India, Buy Tshirts at best price",Cotton and elastane ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2325470/2018/3/19/11521444396371-ether-Men-White-Solid-Round-Neck-T-shirt-8911521444396262-1.jpg",The model (height 6') is wearing a size M,359,2325470,Myntra,https://www.myntra.com/tshirts/ether/ether-men-white-solid-round-neck-t-shirt/2325470/buy
135,291,Adidas Unisex Grey Solid Beanie,accessories,"Adidas Unisex Grey Solid Beanie,  ADIDAS, Caps, Headwear, Accessories, Accessories for Unisex, Buy Adidas Unisex Grey Solid Beanie Online in India, Buy Caps at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7819431/2018/12/13/587dddc9-d978-4ca4-a6c3-e494256d06731544704713784-Adidas-Unisex-Caps-1591544704713404-1.jpg",,1119,7819431,Myntra,https://www.myntra.com/caps/adidas/adidas-unisex-grey-solid-beanie/7819431/buy
136,765,Roadster Men White Solid Round Neck T-shirt,T-Shirts,"Roadster Men White Solid Round Neck T Shirt,  Roadster, Tshirts, Topwear, Apparel, Apparel for Men, Buy Roadster Men White Solid Round Neck T Shirt Online in India, Buy Tshirts at best price",100% cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2275365/2018/2/2/11517569167995-Roadster-Men-White-Solid-Round-Neck-T-shirt-3961517569167870-1.jpg",The model (height 6') is wearing a size M,299,2275365,Myntra,https://www.myntra.com/tshirts/roadster/roadster-men-white-solid-round-neck-t-shirt/2275365/buy
137,2826,Harley-Davidson Men Brown Printed Baseball Cap,accessories,"Harley Davidson Men Brown Printed Baseball Cap,  Harley Davidson, Caps, Headwear, Accessories, Accessories for Men, Buy Harley Davidson Men Brown Printed Baseball Cap Online in India, Buy Caps at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8015537/2018/12/24/f3cb192d-116d-42d0-b269-95458e766d621545653469067-Harley-Davidson-Men-Brown-Printed-Baseball-Cap-5515456534682-1.jpg",,1444,8015537,Myntra,https://www.myntra.com/caps/harley-davidson/harley-davidson-men-brown-printed-baseball-cap/8015537/buy
138,102,WROGN Men Charcoal Grey Jogger Trousers,Men-Casual-Trousers,"WROGN Men Charcoal Grey Jogger Trousers,  WROGN, Trousers, Bottomwear, Apparel, Apparel for Men, Buy WROGN Men Charcoal Grey Jogger Trousers Online in India, Buy Trousers at best price","92% polyester, 8% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6832538/2018/11/22/de53bd62-5d4e-4995-8918-d29ba8607a931542871586585-WROGN-Men-Charcoal-Grey-JoggerTrousers-1061542871586468-1.jpg",The model (height 6') is wearing a size 32,999,6832538,Myntra,https://www.myntra.com/trousers/wrogn/wrogn-men-charcoal-grey-jogger-trousers/6832538/buy
139,2736,Blackberrys Men Coffee Brown Regular Fit Self Design Formal Trousers,Men-Formal-Trousers,"Blackberrys Men Coffee Brown Regular Fit Self Design Formal Trousers,  Blackberrys, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Blackberrys Men Coffee Brown Regular Fit Self Design Formal Trousers Online in India, Buy Trousers at best price","80% Polyester, 20% rayon","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4372001/2018/4/13/11523602835272-Blackberrys-Men-Trousers-9871523602835098-1.jpg",Regular Fit,997,4372001,Myntra,https://www.myntra.com/trousers/blackberrys/blackberrys-men-coffee-brown-regular-fit-self-design-formal-trousers/4372001/buy
140,1140,HIGHLANDER Men Red & Navy Blue Slim Fit Checked Casual Shirt,casual-shirts,"HIGHLANDER Men Red & Navy Blue Slim Fit Checked Casual Shirt,  HIGHLANDER, Shirts, Topwear, Apparel, Apparel for Men, Buy HIGHLANDER Men Red & Navy Blue Slim Fit Checked Casual Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2256563/2018/2/7/11517989816564-HIGHLANDER-Men-Red--Navy-Blue-Slim-Fit-Checked-Casual-Shirt-751517989816389-1.jpg",Slim fit,499,2256563,Myntra,https://www.myntra.com/shirts/highlander/highlander-men-red--navy-blue-slim-fit-checked-casual-shirt/2256563/buy
141,10261,Ed Hardy Men Blue Slim Fit Low Distressed Stretchable Jeans,Jeans,"Ed Hardy Men Blue Slim Fit Low Distressed Stretchable Jeans,  Ed Hardy, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Ed Hardy Men Blue Slim Fit Low Distressed Stretchable Jeans Online in India, Buy Jeans at best price",Cotton and elastane blend,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1830588/2017/4/7/11491548680224-Ed-Hardy-Men-Blue-Regular-Fit-Mid-Rise-Low-Distress-Jeans-9621491548680117-1.jpg","Slim fit, mid-rise",1699,1830588,Myntra,https://www.myntra.com/jeans/ed-hardy/ed-hardy-men-blue-slim-fit-low-distressed-stretchable-jeans/1830588/buy
142,4064,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Jeans,"WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans,  WROGN, Jeans, Bottomwear, Apparel, Apparel for Men, Buy WROGN Men Blue Slim Fit Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6832422/2018/8/17/4ade86d4-ea33-4f5b-9ee6-ced7732781fc1534504170306-WROGN-Men-Navy-Blue-Slim-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg",Slim fit,1399,6832422,Myntra,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/6832422/buy
143,7302,Integriti Men Khaki Slim Fit Mid-Rise Clean Look Jeans,Jeans,"Integriti Men Khaki Slim Fit Mid Rise Clean Look Jeans,  Integriti, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Integriti Men Khaki Slim Fit Mid Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8239063/2018/12/28/4102e80e-d4c0-45f6-b5b2-c280c4bf14fa1545979889662-Integriti-Men-Khaki-Slim-Fit-Mid-Rise-Clean-Look-Jeans-95815-1.jpg",Slim fit,959,8239063,Myntra,https://www.myntra.com/jeans/integriti/integriti-men-khaki-slim-fit-mid-rise-clean-look-jeans/8239063/buy
144,2255,aLL Men Pink Regular Fit Printed Formal Shirt,formal-shirts,"ALL Men Pink Regular Fit Printed Formal Shirt,  ALL, Shirts, Topwear, Apparel, Apparel for Men, Buy ALL Men Pink Regular Fit Printed Formal Shirt Online in India, Buy Shirts at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/5125031/2018/8/3/51d68378-5500-4c6e-a339-b8df75ad0ad21533292735142-aLL-Men-Pink-Regular-Fit-Printed-Formal-Shirt-27715332927333-1.jpg",Regular Fit,1349,5125031,Myntra,https://www.myntra.com/shirts/all/all-men-pink-regular-fit-printed-formal-shirt/5125031/buy
145,150,Raymond Men Black Single-Breasted Regular Contemporary Fit Party Suit,men-suits,"Raymond Men Black Single Breasted Regular Contemporary Fit Party Suit,  Raymond, Suits, Apparel Set, Apparel, Apparel for Men, Buy Raymond Men Black Single Breasted Regular Contemporary Fit Party Suit Online in India, Buy Suits at best price","65% terylene, 35% rayon","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2392414/2018/2/9/11518169784585-Raymond-Black-Single-Breasted-Contemporary-Fit-Formal-Suits-4791518169784407-1.jpg",Regular Contemporary fit,3999,2392414,Myntra,https://www.myntra.com/suits/raymond/raymond-men-black-single-breasted-regular-contemporary-fit-party-suit/2392414/buy
146,11436,Moda Rapido Men Blue Slim Tapered Fit Cropped Mid-Rise Clean Look Stretchable Jeans,Jeans,"Moda Rapido Men Blue Slim Tapered Fit Cropped Mid Rise Clean Look Stretchable Jeans,  Moda Rapido, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Moda Rapido Men Blue Slim Tapered Fit Cropped Mid Rise Clean Look Stretchable Jeans Online in India, Buy Jeans at best price","98% cotton, 2% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2201250/2017/11/6/11509942643078-Moda-Rapido-Men-Blue-Tapered-Fit-Mid-Rise-Clean-Look-Stretchable-Jeans-7261509942642915-1.jpg",Slim tapered Fit,719,2201250,Myntra,https://www.myntra.com/jeans/moda-rapido/moda-rapido-men-blue-slim-tapered-fit-cropped-mid-rise-clean-look-stretchable-jeans/2201250/buy
147,1475,Nike Men Black Standard Fit AS M NK Sporty Jacket,men-jackets-coats,"Nike Men Black Standard Fit AS M NK Sporty Jacket,  Nike, Jackets, Topwear, Apparel, Apparel for Men, Buy Nike Men Black Standard Fit AS M NK Sporty Jacket Online in India, Buy Jackets at best price",100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7500690/2018/10/5/c2df6d8e-51ea-4cde-a305-0a3485d7095e1538739573108-Nike-Men-Black-Standard-Fit-AS-M-NK-Sporty-Jacket-1451538739-1.jpg",Standard fit,3436,7500690,Myntra,https://www.myntra.com/jackets/nike/nike-men-black-standard-fit-as-m-nk-sporty-jacket/7500690/buy
148,1121,JUMP USA Men Olive Green Solid Lightweight Bomber,men-jackets-coats,"JUMP USA Men Olive Green Solid Lightweight Bomber,  JUMP USA, Jackets, Topwear, Apparel, Apparel for Men, Buy JUMP USA Men Olive Green Solid Lightweight Bomber Online in India, Buy Jackets at best price",Polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2019/1/2/0e232f2b-8b27-47cf-b906-425538c002c81546367534283-1.jpg",The model (height 6') is wearing a size M,1599,8370387,Myntra,https://www.myntra.com/jackets/jump-usa/jump-usa-men-olive-green-solid-lightweight-bomber/8370387/buy
149,9770,SPYKAR Men Navy Blue Rovers Tapered Fit Low-Rise Clean Look Jeans,Jeans,"SPYKAR Men Navy Blue Rovers Tapered Fit Low Rise Clean Look Jeans,  SPYKAR, Jeans, Bottomwear, Apparel, Apparel for Men, Buy SPYKAR Men Navy Blue Rovers Tapered Fit Low Rise Clean Look Jeans Online in India, Buy Jeans at best price",Cotton,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6519245/2018/12/14/e241d256-b8fe-42dd-b842-0d0bbd659f681544782609896-SPYKAR-Men-Jeans-411544782608381-1.jpg",Rovers Tapered Fit,1349,6519245,Myntra,https://www.myntra.com/jeans/spykar/spykar-men-navy-blue-rovers-tapered-fit-low-rise-clean-look-jeans/6519245/buy
