SERIAL NO,NAME,CATEGORY,DESCRIPTION & COLOR,FABRIC,IMAGE,SIZE,PRICE,PRODUCT ID,WEBSITE,PRODUCT URL
1,White Swimming Cap,men-swimwear,"White Swimming Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy White Swimming Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/353c74fb-2f52-449b-ab41-bbf73cb950ca1543036715352-1.jpg",, 699,7933899,Myntra,https://www.myntra.com/swimwear-accessories/speedo/white-swimming-cap/7933899/buy
2,White Swimming Goggles,men-swimwear,"White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/feee140f-67f8-47ce-809c-46e8e7706c011543030678743-1.jpg",, 1999,7925135,Myntra,https://www.myntra.com/swimwear-accessories/speedo/white-swimming-goggles/7925135/buy
3,Blue Swimming Goggle,men-swimwear,"Blue Swimming Goggle,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Blue Swimming Goggle Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/004eb663-fd15-4b5f-b64e-6d28f96c632c1543034318325-1.jpg",, 1199,7930403,Myntra,https://www.myntra.com/swimwear-accessories/speedo/blue-swimming-goggle/7930403/buy
4,Grey Swimming Goggles,men-swimwear,"Grey Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Grey Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/3b412bd4-480c-4a31-ad2a-fb612ab209e01543043726217-1.jpg",, 2499,7939821,Myntra,https://www.myntra.com/swimwear-accessories/speedo/grey-swimming-goggles/7939821/buy
5,Futura Biofuse White Swimming Goggles,men-swimwear,"Futura Biofuse White Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Futura Biofuse White Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/bdb5352f-48b3-4c9a-9f54-003f820c12d41543036942141-1.jpg",, 1999,7934191,Myntra,https://www.myntra.com/swimwear-accessories/speedo/futura-biofuse-white-swimming-goggles/7934191/buy
6,Grey Swimming Goggles,men-swimwear,"Grey Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Grey Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/productimage/2018/11/24/f3cd630b-5c41-4032-8bbf-5f5bd37002231543030134719-1.jpg",, 1399,7924429,Myntra,https://www.myntra.com/swimwear-accessories/speedo/grey-swimming-goggles/7924429/buy
7,ADIDAS Originals Men Blue 3 Stripes Swim Shorts DN0159,men-swimwear,"ADIDAS Originals Men Blue 3 Stripes Swim Shorts DN0159,  ADIDAS Originals, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy ADIDAS Originals Men Blue 3 Stripes Swim Shorts DN0159 Online in India, Buy Swim Bottoms at best price",100% polyester ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6824027/2018/7/9/eeba03bc-4021-4d96-a129-d743549023ae1531128507571-Adidas-Originals-Men-Blue-3-Stripes-Swim-Shorts-2851531128507490-1.jpg",Regular fit , 2099,6824027,Myntra,https://www.myntra.com/swim-bottoms/adidas-originals/adidas-originals-men-blue-3-stripes-swim-shorts-dn0159/6824027/buy
8,Speedo Kids Blue Silicone AM Swim Cap,men-swimwear,"Speedo Kids Blue Silicone AM Swim Cap,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Speedo Kids Blue Silicone AM Swim Cap Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6674318/2018/9/11/59969799-865b-488c-acbe-c20c5ae7411d1536646328013-Speedo-Kids-Blue-Silicone-AM-Swim-Cap-7441536646327404-1.jpg",, 799,6674318,Myntra,https://www.myntra.com/swimwear-accessories/speedo/speedo-kids-blue-silicone-am-swim-cap/6674318/buy
9,Speedo Men Navy SPEEDBOOST XDRY Printed Swim Shorts ,men-swimwear,"Speedo Men Navy SPEEDBOOST XDRY Printed Swim Shorts ,  Speedo, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy Speedo Men Navy SPEEDBOOST XDRY Printed Swim Shorts  Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501768/2018/4/26/11524722104575-Speedo-Men-Swim-Bottoms-9471524722104468-1.jpg",, 1499,2501768,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-speedboost-xdry-printed-swim-shorts-/2501768/buy
10,Speedo Men Black Printed ENERGY BLAST JAMMER Swim Shorts 8MS4110001,men-swimwear,"Speedo Men Black Printed ENERGY BLAST JAMMER Swim Shorts 8MS4110001,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Printed ENERGY BLAST JAMMER Swim Shorts 8MS4110001 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6674294/2018/7/20/b47a012e-3571-4e84-94af-5728346ce06a1532076173623-Speedo-Men-Black-Printed-ENERGY-BLAST-JAMMER-Swim-Shorts-8MS4110001-9101532076173538-1.jpg",The model (height 6') is wearing a size M, 2299,6674294,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-printed-energy-blast-jammer-swim-shorts-8ms4110001/6674294/buy
11,Speedo Men Navy Blue Printed POWERSPRINT PNL ASHT V2 AM Swim Shorts 8045107874,men-swimwear,"Speedo Men Navy Blue Printed POWERSPRINT PNL ASHT V2 AM Swim Shorts 8045107874,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Printed POWERSPRINT PNL ASHT V2 AM Swim Shorts 8045107874 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501448/2018/6/2/26fb5356-b8c8-4f64-86c3-99000f062f9a1527925262036-Speedo-Men-Swimwear-5931527925261918-1.jpg",, 989,2501448,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-printed-powersprint-pnl-asht-v2-am-swim-shorts-8045107874/2501448/buy
12,Speedo Men Navy Aquaticpro Printed Swim Shorts 8045127875,men-swimwear,"Speedo Men Navy Aquaticpro Printed Swim Shorts 8045127875,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Aquaticpro Printed Swim Shorts 8045127875 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501457/2018/6/18/193723a9-8961-4d7b-91c4-84931ec028711529299413471-Speedo-Men-Swimwear-4781529299412422-1.jpg",, 1364,2501457,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-aquaticpro-printed-swim-shorts-8045127875/2501457/buy
13,Speedo Unisex Swimming Goggles,men-swimwear,"Speedo Unisex Swimming Goggles,  Speedo, Swimwear Accessories, Accessories, Sporting Goods, Sporting Goods for Unisex, Buy Speedo Unisex Swimming Goggles Online in India, Buy Swimwear Accessories at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2284573/2018/2/2/11517568497219-Speedo-Unisex-Swimming-Goggles-2161517568497190-1.jpg",, 2999,2284573,Myntra,https://www.myntra.com/swimwear-accessories/speedo/speedo-unisex-swimming-goggles/2284573/buy
14,Speedo Men Black HOUSTON JAMMER Swim Shorts 8MS4110001,men-swimwear,"Speedo Men Black HOUSTON JAMMER Swim Shorts 8MS4110001,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black HOUSTON JAMMER Swim Shorts 8MS4110001 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6674320/2018/7/20/50e1b670-d3fa-4ac8-b216-22bd1313b6061532076620938-Speedo-Men-Black-HOUSTON-JAMMER-Swim-Shorts-8MS4110001-3701532076620791-1.jpg",The model (height 6') is wearing a size M, 949,6674320,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-houston-jammer-swim-shorts-8ms4110001/6674320/buy
15,ADIDAS Originals Men Navy & White Monogram Printed Swim Shorts DH4792,men-swimwear,"ADIDAS Originals Men Navy & White Monogram Printed Swim Shorts DH4792,  ADIDAS Originals, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy ADIDAS Originals Men Navy & White Monogram Printed Swim Shorts DH4792 Online in India, Buy Swim Bottoms at best price",100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7101545/2018/10/8/ba4a5be6-6e66-42bf-a68a-8bedf1d19f6a1538994028722-Adidas-Originals-Men-Navy--White-Monogram-Printed-Swim-Shorts-8201538994028638-1.jpg",The model (height 6') is wearing a size 31, 2099,7101545,Myntra,https://www.myntra.com/swim-bottoms/adidas-originals/adidas-originals-men-navy--white-monogram-printed-swim-shorts-dh4792/7101545/buy
16,Speedo Men Black Printed AM MONOGRAM JAMMER Swim Shorts 8087433503,men-swimwear,"Speedo Men Black Printed AM MONOGRAM JAMMER Swim Shorts 8087433503,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black Printed AM MONOGRAM JAMMER Swim Shorts 8087433503 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501635/2018/6/2/518e8a71-5471-448b-b74c-ebed691da83d1527922676938-Speedo-Men-Swimwear-7671527922676837-1.jpg",, 746,2501635,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-printed-am-monogram-jammer-swim-shorts-8087433503/2501635/buy
17,Speedo Men Navy Printed Swim Shorts 810378B370,men-swimwear,"Speedo Men Navy Printed Swim Shorts 810378B370,  Speedo, Swimwear, Bottomwear, Apparel, Apparel for Men, Buy Speedo Men Navy Printed Swim Shorts 810378B370 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1930928/2017/6/8/11496919581191-Speedo-Men-Navy-Printed-Swim-Shorts-810378B370-4501496919627029-1.jpg",, 2399,1930928,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-navy-printed-swim-shorts-810378b370/1930928/buy
18,Reebok Blue PNL Trunk 2 Swim Shorts BC4466,men-swimwear,"Reebok Blue PNL Trunk 2 Swim Shorts BC4466,  Reebok, Swimwear, Bottomwear, Apparel, Apparel for Men, Buy Reebok Blue PNL Trunk 2 Swim Shorts BC4466 Online in India, Buy Swimwear at best price","80% recycled polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1958709/2017/6/23/11498199319472-Reebok-Men-Shorts-2201498199319349-1.jpg",Mid-rise, 1999,1958709,Myntra,https://www.myntra.com/swimwear/reebok/reebok-blue-pnl-trunk-2-swim-shorts-bc4466/1958709/buy
19,Reebok Grey PNL 1 Swim Shorts BC4463,men-swimwear,"Reebok Grey PNL 1 Swim Shorts BC4463,  Reebok, Swimwear, Bottomwear, Apparel, Apparel for Men, Buy Reebok Grey PNL 1 Swim Shorts BC4463 Online in India, Buy Swimwear at best price","80% recycled polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1958706/2017/6/23/11498202668889-Reebok-Men-Shorts-2451498202668243-1.jpg",Mid-rise, 1999,1958706,Myntra,https://www.myntra.com/swimwear/reebok/reebok-grey-pnl-1-swim-shorts-bc4463/1958706/buy
20,Reebok Orange PNL Trunk 1 Swim Shorts BC4464,men-swimwear,"Reebok Orange PNL Trunk 1 Swim Shorts BC4464,  Reebok, Swimwear, Bottomwear, Apparel, Apparel for Men, Buy Reebok Orange PNL Trunk 1 Swim Shorts BC4464 Online in India, Buy Swimwear at best price","80% recycled polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1958707/2017/6/23/11498200821558-Reebok-Men-Shorts-5331498200821149-1.jpg",Mid-rise, 1999,1958707,Myntra,https://www.myntra.com/swimwear/reebok/reebok-orange-pnl-trunk-1-swim-shorts-bc4464/1958707/buy
21,Speedo Black Swimming Trunks 808742A315,men-swimwear,"Speedo Black Swimming Trunks 808742A315,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Black Swimming Trunks 808742A315 Online in India, Buy Swim Bottoms at best price",100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501733/2018/3/31/11522486190995-Speedo-Men-Swimwear-911522486190839-1.jpg",The model (height 6') is wearing a size 32, 734,2501733,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-black-swimming-trunks-808742a315/2501733/buy
22,Mast & Harbour Men Green Solid Regular Fit Swim Shorts,men-swimwear,"Mast & Harbour Men Green Solid Regular Fit Swim Shorts,  Mast & Harbour, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy Mast & Harbour Men Green Solid Regular Fit Swim Shorts Online in India, Buy Swim Bottoms at best price",Polyester ,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1858231/2017/7/25/11500960009403-Mast--Harbour-Men-Green-Solid-Regular-Fit-Swim-Shorts-8181500960009187-1.jpg",Regular Fit , 599,1858231,Myntra,https://www.myntra.com/swim-bottoms/mast--harbour/mast--harbour-men-green-solid-regular-fit-swim-shorts/1858231/buy
23,Speedo Men Black Printed Swim Shorts 8090299690,men-swimwear,"Speedo Men Black Printed Swim Shorts 8090299690,  Speedo, Swimwear, Bottomwear, Apparel, Apparel for Men, Buy Speedo Men Black Printed Swim Shorts 8090299690 Online in India, Buy Swimwear at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/1867359/2017/6/8/11496898318986-Speedo-Men-Black-Printed-Swim-Shorts-8090299690-7581496898319145-1.jpg",, 999,1867359,Myntra,https://www.myntra.com/swimwear/speedo/speedo-men-black-printed-swim-shorts-8090299690/1867359/buy
24,Speedo Navy Printed Swimming Trunks 809737A145,men-swimwear,"Speedo Navy Printed Swimming Trunks 809737A145,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Navy Printed Swimming Trunks 809737A145 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501751/2018/4/5/11522906498532-Speedo-Navy-Printed-Swimming-Trunks-809737A145-1691522906498427-1.jpg",The model (height 6') is wearing a size XS, 599,2501751,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-navy-printed-swimming-trunks-809737a145/2501751/buy
25,Speedo Navy Solid Swim Bottom 8090297522,men-swimwear,"Speedo Navy Solid Swim Bottom 8090297522,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Navy Solid Swim Bottom 8090297522 Online in India, Buy Swim Bottoms at best price","53% polyester, 47% PBT polyester","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501684/2018/4/5/11522920888487-Speedo-Men-Swimwear-9121522920888279-1.jpg",The model (height 6') is wearing a size M, 584,2501684,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-navy-solid-swim-bottom-8090297522/2501684/buy
26,Speedo Men Navy AQUASHORT Swim Shorts 8087428663,men-swimwear,"Speedo Men Navy AQUASHORT Swim Shorts 8087428663,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy AQUASHORT Swim Shorts 8087428663 Online in India, Buy Swim Bottoms at best price",100% polyester,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501632/2018/4/23/11524486199774-Speedo-Men-Navy-AQUASHORT-Swim-Shorts-8087428663-3261524486199650-1.jpg",The model (height 6') is wearing a size S, 734,2501632,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-aquashort-swim-shorts-8087428663/2501632/buy
27,Speedo Purple Solid Swim Bottom 8141117944,men-swimwear,"Speedo Purple Solid Swim Bottom 8141117944,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Purple Solid Swim Bottom 8141117944 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501716/2018/4/5/11522921053984-Speedo-Men-Swimwear-8441522921053763-1.jpg",The model (height 6') is wearing a size M, 699,2501716,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-purple-solid-swim-bottom-8141117944/2501716/buy
28,Speedo Men Black AQUASHORT Swim Shorts 808742A270,men-swimwear,"Speedo Men Black AQUASHORT Swim Shorts 808742A270,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black AQUASHORT Swim Shorts 808742A270 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastance","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501732/2018/4/23/11524486260785-Speedo-Men-Black-AQUASHORT-Swim-Shorts-808742A270-3061524486260670-1.jpg",The model (height 6') is wearing a size M, 734,2501732,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black-aquashort-swim-shorts-808742a270/2501732/buy
29,Speedo Men Navy Blue AQUASHORT Swim Shorts 8045109277,men-swimwear,"Speedo Men Navy Blue AQUASHORT Swim Shorts 8045109277,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue AQUASHORT Swim Shorts 8045109277 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastance","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501453/2018/4/23/11524486174679-Speedo-Men-Navy-AQUASHORT-Swim-Shorts-8045109277-9431524486174583-1.jpg",The model (height 6') is wearing a size M, 569,2501453,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-aquashort-swim-shorts-8045109277/2501453/buy
30,Speedo Men Navy LOGO CURVE AQUASHORT Swim Shorts 8090355645,men-swimwear,"Speedo Men Navy LOGO CURVE AQUASHORT Swim Shorts 8090355645,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy LOGO CURVE AQUASHORT Swim Shorts 8090355645 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501692/2018/4/23/11524486223796-Speedo-Men-Navy-LOGO-CURVE-AQUASHORT-Swim-Shorts-8090355645-9221524486223639-1.jpg",The model (height 6') is wearing a size S, 599,2501692,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-logo-curve-aquashort-swim-shorts-8090355645/2501692/buy
31,Speedo Black Printed Swimming Trunks 8092559152,men-swimwear,"Speedo Black Printed Swimming Trunks 8092559152,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Black Printed Swimming Trunks 8092559152 Online in India, Buy Swim Bottoms at best price","80% nylon, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501706/2018/4/3/11522759844612-Speedo-Men-Swimwear-4801522759844520-1.jpg",The model (height 6') is wearing a size XS, 779,2501706,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-black-printed-swimming-trunks-8092559152/2501706/buy
32,Speedo Men Black & Grey VALMILTON Printed Swim Shorts 8056589202,men-swimwear,"Speedo Men Black & Grey VALMILTON Printed Swim Shorts 8056589202,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Black & Grey VALMILTON Printed Swim Shorts 8056589202 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501531/2018/6/2/01b580c2-8123-44f9-bf29-4b9a4824c5121527924814360-Speedo-Men-Swimwear-7041527924814273-1.jpg",, 799,2501531,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-black--grey-valmilton-printed-swim-shorts-8056589202/2501531/buy
33,Speedo Men Grey & Red Monogram Aqua Printed Swim Shorts 8087428555,men-swimwear,"Speedo Men Grey & Red Monogram Aqua Printed Swim Shorts 8087428555,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Grey & Red Monogram Aqua Printed Swim Shorts 8087428555 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501630/2018/6/2/fc11c7fd-05b1-4083-934e-92bb7a421eff1527925115478-Speedo-Men-Swimwear-4831527925115380-1.jpg",, 734,2501630,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-grey--red-monogram-aqua-printed-swim-shorts-8087428555/2501630/buy
34,Speedo Men Navy Blue Printed Alexandra Aquashort NEW SURF Swim Shorts 8053758664,men-swimwear,"Speedo Men Navy Blue Printed Alexandra Aquashort NEW SURF Swim Shorts 8053758664,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Printed Alexandra Aquashort NEW SURF Swim Shorts 8053758664 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501471/2018/6/2/3aa5a868-3c59-4a70-8178-b4a42a4e38ec1527923094873-Speedo-Men-Swimwear-4471527923094051-1.jpg",, 519,2501471,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-printed-alexandra-aquashort-new-surf-swim-shorts-8053758664/2501471/buy
35,Speedo Men Navy Blue Monogram Aquashorts Swim Shorts 808742A324,men-swimwear,"Speedo Men Navy Blue Monogram Aquashorts Swim Shorts 808742A324,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue Monogram Aquashorts Swim Shorts 808742A324 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501734/2018/6/2/f787cbb5-2cff-4c05-8c41-548639e7c83e1527928067603-Speedo-Men-Swimwear-3441527928066946-1.jpg",, 734,2501734,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-monogram-aquashorts-swim-shorts-808742a324/2501734/buy
36,Speedo Men Navy Blue MONOGRAM Printed Swim Briefs 808741A145,men-swimwear,"Speedo Men Navy Blue MONOGRAM Printed Swim Briefs 808741A145,  Speedo, Swim Bottoms, Apparel Set, Apparel, Apparel for Men, Buy Speedo Men Navy Blue MONOGRAM Printed Swim Briefs 808741A145 Online in India, Buy Swim Bottoms at best price",,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2501728/2018/6/2/3c4111f8-3933-4109-9013-d62b0fd377b61527924730413-Speedo-Men-Swimwear-9781527924730306-1.jpg",, 699,2501728,Myntra,https://www.myntra.com/swim-bottoms/speedo/speedo-men-navy-blue-monogram-printed-swim-briefs-808741a145/2501728/buy
37,Calvin Klein Innerwear Men Red Printed Swim Shorts KM00112601,men-swimwear,"Calvin Klein Innerwear Men Red Printed Swim Shorts KM00112601,  Calvin Klein Underwear, Swim Bottoms, Bottomwear, Apparel, Apparel for Men, Buy Calvin Klein Innerwear Men Red Printed Swim Shorts KM00112601 Online in India, Buy Swim Bottoms at best price","80% polyamide, 20% elastane","https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/6633658/2018/6/20/8c5f6c35-9247-4207-a481-0e11509b860a1529489941009-Calvin-Klein-Innerwear-Men-Red-Printed-Swim-Shorts-KM0011260-1.jpg",The model (height 6') is wearing a size 32, 2199,6633658,Myntra,https://www.myntra.com/swim-bottoms/calvin-klein-underwear/calvin-klein-innerwear-men-red-printed-swim-shorts-km00112601/6633658/buy
